id,category,severity,severity_ordinal,priority_score,hours_since_submission,hours_since_status_change,related_count,assigned,department_id,sla_deadline_hours,is_safety_risk,breach
4821,drainage,CRITICAL,4,65,62.45,44.77,0,1,3,48,0,1
4822,streetlight,LOW,1,17,20.59,5.72,0,0,4,24,0,1
4823,drainage,MEDIUM,2,55,38.39,14.72,2,1,3,48,0,1
4824,water_leakage,HIGH,3,48,35.97,11.26,0,1,5,24,0,1
4825,garbage,HIGH,3,98,5.25,4.09,3,1,2,72,1,1
4826,pothole,MEDIUM,2,39,32.81,18.06,0,1,1,48,0,1
4827,garbage,LOW,1,22,119.95,20.91,0,1,2,72,0,1
4828,garbage,LOW,1,45,30.36,28.47,3,1,2,72,0,1
4829,garbage,MEDIUM,2,35,102.57,63.13,0,1,2,72,0,0
4830,water_leakage,MEDIUM,2,47,0.87,0.34,2,1,5,24,0,0
4831,pothole,MEDIUM,2,40,48.4,36.67,0,1,1,48,0,0
4832,garbage,HIGH,3,79,101.97,70.86,0,1,2,72,1,1
4833,streetlight,LOW,1,21,27.7,12.37,0,1,4,24,0,1
4834,water_leakage,MEDIUM,2,46,24.6,11.97,2,1,5,24,0,0
4835,pothole,MEDIUM,2,40,25.26,25.16,1,1,1,48,0,0
4836,garbage,CRITICAL,4,92,115.96,52.51,4,1,2,72,0,1
4837,water_leakage,LOW,1,23,7.86,7.46,0,0,5,24,0,1
4838,drainage,MEDIUM,2,44,1.36,0.84,1,1,3,48,0,0
4839,pothole,MEDIUM,2,53,27.6,16.12,2,1,1,48,0,1
4840,other,LOW,1,30,11.74,10.32,1,1,7,72,0,0
4841,water_leakage,MEDIUM,2,46,13.14,6.5,1,1,5,24,0,0
4842,drainage,LOW,1,18,33.86,20.94,0,1,3,48,0,0
4843,drainage,LOW,1,18,39.18,27.35,0,0,3,48,0,0
4844,streetlight,MEDIUM,2,36,19.37,1.26,0,0,4,24,0,1
4845,water_leakage,MEDIUM,2,35,1.21,1.13,0,1,5,24,0,1
4846,water_leakage,HIGH,3,74,24.05,3.73,0,1,5,24,1,1
4847,streetlight,LOW,1,15,10.43,9.08,0,0,4,24,0,0
4848,water_leakage,MEDIUM,2,33,9.32,3.8,0,1,5,24,0,0
4849,streetlight,HIGH,3,76,32.96,22.29,0,0,4,24,1,1
4850,streetlight,LOW,1,60,17.24,8.29,5,1,4,24,0,1
4851,garbage,MEDIUM,2,40,97.64,23.55,0,0,2,72,0,1
4852,streetlight,MEDIUM,2,35,28.47,8.49,0,0,4,24,0,1
4853,other,MEDIUM,2,35,79.68,36.16,0,1,7,72,0,0
4854,water_leakage,MEDIUM,2,37,9.13,4.42,0,1,5,24,0,0
4855,pothole,MEDIUM,2,35,13.21,12.44,0,0,1,48,0,1
4856,streetlight,MEDIUM,2,30,40.45,7.27,0,1,4,24,0,1
4857,pothole,MEDIUM,2,36,58.8,5.5,0,1,1,48,0,0
4858,pothole,LOW,1,15,24.58,17.32,0,1,1,48,0,1
4859,drainage,LOW,1,25,26.0,24.67,0,0,3,48,0,1
4860,streetlight,HIGH,3,73,24.65,16.36,3,1,4,24,0,1
4861,drainage,MEDIUM,2,46,30.09,20.94,2,1,3,48,0,0
4862,garbage,HIGH,3,49,51.03,28.7,0,1,2,72,0,1
4863,water_leakage,HIGH,3,82,4.2,0.16,1,0,5,24,1,1
4864,other,LOW,1,29,35.27,22.43,1,1,7,72,0,0
4865,garbage,MEDIUM,2,39,4.56,0.19,0,1,2,72,0,0
4866,other,MEDIUM,2,62,35.41,34.45,3,1,7,72,0,0
4867,streetlight,MEDIUM,2,36,7.16,2.26,0,1,4,24,0,1
4868,streetlight,LOW,1,15,25.04,22.69,0,1,4,24,0,0
4869,water_leakage,CRITICAL,4,100,38.34,23.27,4,1,5,24,1,1
4870,other,MEDIUM,2,30,49.21,5.34,0,0,7,72,0,1
4871,drainage,LOW,1,16,80.13,18.48,0,1,3,48,0,1
4872,drainage,LOW,1,17,9.33,4.12,0,1,3,48,0,0
4873,garbage,HIGH,3,73,122.35,42.05,3,1,2,72,0,1
4874,drainage,LOW,1,16,5.18,2.92,0,1,3,48,0,0
4875,garbage,MEDIUM,2,30,11.61,3.91,0,1,2,72,0,0
4876,garbage,MEDIUM,2,53,122.31,5.94,2,1,2,72,0,1
4877,streetlight,LOW,1,19,36.64,6.3,0,0,4,24,0,1
4878,drainage,MEDIUM,2,39,43.22,27.35,0,1,3,48,0,1
4879,drainage,LOW,1,26,57.01,40.29,1,0,3,48,0,0
4880,streetlight,MEDIUM,2,55,10.99,5.56,2,0,4,24,0,1
4881,water_leakage,HIGH,3,96,19.19,11.4,3,1,5,24,1,1
4882,other,MEDIUM,2,44,91.37,34.98,1,0,7,72,0,1
4883,drainage,LOW,1,17,14.72,10.21,0,0,3,48,0,1
4884,drainage,MEDIUM,2,55,48.12,6.88,3,1,3,48,0,1
4885,drainage,CRITICAL,4,64,74.57,17.28,0,0,3,48,0,1
4886,other,MEDIUM,2,38,18.32,8.82,0,1,7,72,0,0
4887,pothole,MEDIUM,2,61,23.66,20.75,3,1,1,48,0,1
4888,pothole,LOW,1,32,16.26,4.99,1,0,1,48,0,1
4889,water_leakage,CRITICAL,4,87,31.68,5.96,0,0,5,24,1,1
4890,garbage,MEDIUM,2,35,118.7,30.93,0,1,2,72,0,0
4891,water_leakage,HIGH,3,85,25.08,20.27,1,1,5,24,1,1
4892,water_leakage,MEDIUM,2,39,42.15,6.95,1,0,5,24,0,1
4893,streetlight,LOW,1,37,38.22,3.77,2,1,4,24,0,1
4894,drainage,MEDIUM,2,60,52.15,42.08,3,1,3,48,0,1
4895,streetlight,MEDIUM,2,33,9.04,1.69,0,1,4,24,0,0
4896,streetlight,MEDIUM,2,40,0.64,0.16,0,0,4,24,0,1
4897,garbage,LOW,1,24,84.78,57.28,1,1,2,72,0,1
4898,pothole,MEDIUM,2,38,24.15,19.75,0,1,1,48,0,1
4899,pothole,HIGH,3,58,19.19,10.14,1,1,1,48,0,0
4900,pothole,LOW,1,39,23.85,21.11,2,1,1,48,0,0
4901,drainage,MEDIUM,2,30,22.47,1.95,0,1,3,48,0,0
4902,streetlight,LOW,1,27,18.15,3.33,1,1,4,24,0,1
4903,garbage,MEDIUM,2,37,128.16,12.57,0,1,2,72,0,1
4904,water_leakage,LOW,1,17,40.31,23.02,0,1,5,24,0,0
4905,streetlight,CRITICAL,4,86,4.29,3.4,0,0,4,24,1,1
4906,drainage,LOW,1,33,27.91,13.4,1,1,3,48,0,1
4907,garbage,MEDIUM,2,40,114.6,4.63,0,1,2,72,0,1
4908,streetlight,MEDIUM,2,78,18.07,6.76,5,0,4,24,0,1
4909,streetlight,MEDIUM,2,33,34.97,22.39,0,0,4,24,0,1
4910,garbage,LOW,1,48,88.89,32.64,3,1,2,72,0,1
4911,water_leakage,LOW,1,49,38.61,3.72,3,1,5,24,0,1
4912,streetlight,HIGH,3,100,20.84,13.18,5,1,4,24,1,1
4913,other,MEDIUM,2,33,67.84,36.24,0,0,7,72,0,1
4914,garbage,MEDIUM,2,33,115.31,67.63,0,1,2,72,0,1
4915,water_leakage,MEDIUM,2,34,29.33,23.14,0,0,5,24,0,1
4916,other,LOW,1,20,88.64,60.89,0,1,7,72,0,1
4917,other,LOW,1,23,69.6,54.8,0,0,7,72,0,1
4918,streetlight,HIGH,3,84,35.91,13.78,1,0,4,24,1,1
4919,water_leakage,HIGH,3,70,10.46,8.81,0,1,5,24,1,1
4920,drainage,MEDIUM,2,37,46.63,16.83,0,1,3,48,0,0
4921,water_leakage,MEDIUM,2,39,31.61,2.77,1,0,5,24,0,1
4922,drainage,CRITICAL,4,65,61.05,0.11,0,0,3,48,0,1
4923,water_leakage,MEDIUM,2,39,0.79,0.04,0,0,5,24,0,0
4924,garbage,LOW,1,21,0.92,0.87,0,0,2,72,0,1
4925,water_leakage,LOW,1,18,42.75,17.84,0,1,5,24,0,1
4926,streetlight,LOW,1,16,2.27,1.25,0,0,4,24,0,0
4927,other,MEDIUM,2,34,78.03,41.91,0,1,7,72,0,1
4928,pothole,MEDIUM,2,30,55.02,17.37,0,1,1,48,0,1
4929,drainage,MEDIUM,2,44,38.1,30.81,1,0,3,48,0,0
4930,drainage,MEDIUM,2,31,7.52,6.01,0,0,3,48,0,1
4931,pothole,LOW,1,22,16.05,14.9,0,1,1,48,0,0
4932,pothole,MEDIUM,2,33,28.21,11.95,0,1,1,48,0,1
4933,streetlight,MEDIUM,2,31,12.42,8.25,0,1,4,24,0,0
4934,garbage,LOW,1,30,92.45,62.19,1,1,2,72,0,0
4935,other,HIGH,3,54,21.15,20.84,0,1,7,72,0,0
4936,water_leakage,MEDIUM,2,39,30.85,9.63,1,1,5,24,0,1
4937,pothole,LOW,1,16,82.69,4.49,0,1,1,48,0,1
4938,other,HIGH,3,80,40.4,14.72,0,1,7,72,1,0
4939,streetlight,LOW,1,40,32.01,21.5,2,0,4,24,0,0
4940,pothole,MEDIUM,2,54,34.76,11.16,3,1,1,48,0,1
4941,streetlight,MEDIUM,2,47,0.21,0.05,2,1,4,24,0,0
4942,streetlight,HIGH,3,71,3.86,0.11,0,1,4,24,1,1
4943,streetlight,LOW,1,57,9.58,0.87,4,1,4,24,0,1
4944,garbage,LOW,1,21,31.67,10.07,0,1,2,72,0,1
4945,pothole,LOW,1,28,5.51,4.27,1,1,1,48,0,0
4946,garbage,HIGH,3,65,93.67,51.09,2,1,2,72,0,1
4947,streetlight,HIGH,3,46,8.89,6.78,0,1,4,24,0,0
4948,drainage,HIGH,3,86,40.87,35.87,1,1,3,48,1,1
4949,garbage,CRITICAL,4,100,8.09,3.44,5,0,2,72,0,1
4950,water_leakage,LOW,1,44,2.37,1.23,3,1,5,24,0,1
4951,other,LOW,1,25,19.29,5.38,1,1,7,72,0,1
4952,streetlight,LOW,1,45,11.11,2.09,3,0,4,24,0,0
4953,drainage,MEDIUM,2,42,27.17,11.69,1,1,3,48,0,1
4954,other,HIGH,3,57,61.66,61.63,1,1,7,72,0,1
4955,other,HIGH,3,88,31.38,3.3,1,1,7,72,1,1
4956,streetlight,MEDIUM,2,30,24.91,16.43,0,1,4,24,0,1
4957,water_leakage,LOW,1,27,0.59,0.06,1,1,5,24,0,0
4958,streetlight,LOW,1,33,21.53,5.13,1,1,4,24,0,0
4959,water_leakage,MEDIUM,2,38,18.66,11.25,0,1,5,24,0,0
4960,garbage,HIGH,3,83,47.02,11.35,1,1,2,72,1,1
4961,pothole,HIGH,3,100,18.51,0.34,3,0,1,48,1,1
4962,other,MEDIUM,2,35,83.5,53.12,0,1,7,72,0,0
4963,other,CRITICAL,4,100,4.21,1.48,3,0,7,72,1,1
4964,garbage,MEDIUM,2,39,65.49,25.98,0,1,2,72,0,1
4965,garbage,LOW,1,19,55.21,35.08,0,1,2,72,0,1
4966,other,MEDIUM,2,61,119.52,45.81,3,1,7,72,0,1
4967,water_leakage,LOW,1,31,42.21,23.93,1,0,5,24,0,1
4968,pothole,HIGH,3,72,12.97,8.66,0,1,1,48,1,0
4969,garbage,HIGH,3,100,114.15,15.1,4,0,2,72,1,1
4970,pothole,HIGH,3,62,61.21,10.28,2,1,1,48,0,1
4971,other,MEDIUM,2,32,15.05,14.52,0,0,7,72,0,1
4972,other,MEDIUM,2,34,18.66,5.89,0,1,7,72,0,1
4973,pothole,MEDIUM,2,45,26.74,4.04,1,0,1,48,0,1
4974,streetlight,LOW,1,19,15.97,8.11,0,1,4,24,0,1
4975,pothole,CRITICAL,4,63,57.24,47.83,0,1,1,48,0,1
4976,other,HIGH,3,53,0.28,0.22,0,1,7,72,0,1
4977,water_leakage,HIGH,3,77,30.5,5.37,0,1,5,24,1,1
4978,streetlight,LOW,1,16,22.49,14.1,0,1,4,24,0,1
4979,garbage,LOW,1,41,41.55,4.24,2,0,2,72,0,1
4980,pothole,LOW,1,27,28.35,10.57,1,0,1,48,0,1
4981,water_leakage,LOW,1,16,22.69,17.61,0,1,5,24,0,1
4982,garbage,HIGH,3,73,16.34,3.73,0,0,2,72,1,1
4983,drainage,HIGH,3,73,74.31,22.78,3,1,3,48,0,1
4984,pothole,LOW,1,23,1.03,0.54,0,1,1,48,0,0
4985,water_leakage,LOW,1,23,9.73,9.61,0,1,5,24,0,1
4986,streetlight,MEDIUM,2,47,22.29,13.76,2,0,4,24,0,1
4987,water_leakage,LOW,1,23,39.98,20.22,0,1,5,24,0,0
4988,garbage,MEDIUM,2,73,25.58,16.32,5,1,2,72,0,1
4989,pothole,LOW,1,17,18.05,1.1,0,0,1,48,0,1
4990,drainage,LOW,1,36,2.69,2.31,2,0,3,48,0,0
4991,drainage,LOW,1,39,81.5,24.9,2,1,3,48,0,0
4992,other,LOW,1,34,66.25,44.24,2,1,7,72,0,1
4993,drainage,LOW,1,24,80.39,35.0,0,1,3,48,0,0
4994,garbage,CRITICAL,4,89,66.8,49.19,0,0,2,72,1,1
4995,garbage,LOW,1,22,4.32,3.33,0,1,2,72,0,1
4996,other,MEDIUM,2,31,27.63,25.01,0,1,7,72,0,0
4997,other,LOW,1,15,13.52,13.02,0,1,7,72,0,0
4998,streetlight,LOW,1,30,4.93,0.94,1,0,4,24,0,0
4999,streetlight,LOW,1,29,40.95,11.66,1,0,4,24,0,1
5000,water_leakage,MEDIUM,2,38,37.98,21.51,0,1,5,24,0,1
5001,streetlight,LOW,1,19,4.17,0.76,0,1,4,24,0,1
5002,streetlight,MEDIUM,2,35,40.25,5.85,0,1,4,24,0,1
5003,streetlight,CRITICAL,4,74,36.05,13.81,1,1,4,24,0,1
5004,streetlight,MEDIUM,2,30,5.17,0.13,0,0,4,24,0,0
5005,streetlight,MEDIUM,2,51,28.57,14.53,2,1,4,24,0,1
5006,water_leakage,LOW,1,51,26.11,19.25,4,1,5,24,0,1
5007,streetlight,LOW,1,24,30.41,23.97,1,1,4,24,0,0
5008,streetlight,LOW,1,25,43.03,0.81,0,0,4,24,0,1
5009,pothole,CRITICAL,4,72,79.59,44.32,1,1,1,48,0,1
5010,garbage,LOW,1,32,94.52,46.51,1,1,2,72,0,0
5011,pothole,HIGH,3,70,2.08,0.47,0,1,1,48,1,1
5012,other,MEDIUM,2,34,50.23,24.05,0,1,7,72,0,0
5013,drainage,LOW,1,15,22.24,21.71,0,1,3,48,0,1
5014,other,MEDIUM,2,33,110.06,18.14,0,1,7,72,0,1
5015,water_leakage,HIGH,3,79,15.16,5.48,0,1,5,24,1,1
5016,drainage,MEDIUM,2,38,11.63,5.16,0,1,3,48,0,1
5017,streetlight,MEDIUM,2,31,31.9,2.14,0,0,4,24,0,1
5018,streetlight,MEDIUM,2,39,29.43,8.95,0,0,4,24,0,1
5019,pothole,LOW,1,16,9.4,8.84,0,1,1,48,0,0
5020,drainage,LOW,1,49,37.4,10.27,3,1,3,48,0,1
5021,garbage,HIGH,3,72,107.98,7.31,0,1,2,72,1,1
5022,pothole,MEDIUM,2,31,34.73,2.01,0,1,1,48,0,1
5023,drainage,HIGH,3,54,24.02,14.26,0,1,3,48,0,0
5024,garbage,LOW,1,16,39.96,37.62,0,0,2,72,0,0
5025,garbage,HIGH,3,62,82.0,19.57,1,1,2,72,0,1
5026,garbage,HIGH,3,81,59.3,42.52,4,0,2,72,0,0
5027,water_leakage,CRITICAL,4,76,0.86,0.0,1,1,5,24,0,1
5028,streetlight,LOW,1,31,41.93,13.92,1,0,4,24,0,1
5029,pothole,MEDIUM,2,37,41.18,10.04,0,1,1,48,0,1
5030,drainage,HIGH,3,72,40.61,8.36,0,1,3,48,1,1
5031,water_leakage,LOW,1,22,23.24,2.85,0,1,5,24,0,1
5032,streetlight,HIGH,3,54,18.69,12.97,0,0,4,24,0,1
5033,garbage,HIGH,3,48,21.21,17.79,0,1,2,72,0,1
5034,streetlight,HIGH,3,77,21.44,19.9,0,1,4,24,1,1
5035,pothole,LOW,1,32,32.38,21.13,1,0,1,48,0,1
5036,streetlight,MEDIUM,2,45,28.58,20.54,1,1,4,24,0,0
5037,pothole,LOW,1,31,30.71,13.83,2,1,1,48,0,1
5038,drainage,CRITICAL,4,89,64.79,33.47,0,1,3,48,1,1
5039,water_leakage,MEDIUM,2,52,37.93,7.7,2,0,5,24,0,0
5040,garbage,MEDIUM,2,43,123.09,19.23,1,0,2,72,0,1
5041,other,MEDIUM,2,57,61.35,57.81,3,1,7,72,0,1
5042,drainage,MEDIUM,2,63,83.94,0.15,3,1,3,48,0,0
5043,garbage,HIGH,3,96,88.88,11.56,3,1,2,72,1,1
5044,water_leakage,LOW,1,24,21.92,12.2,0,1,5,24,0,0
5045,garbage,MEDIUM,2,36,83.61,30.7,0,0,2,72,0,1
5046,water_leakage,LOW,1,19,27.48,18.67,0,1,5,24,0,0
5047,other,HIGH,3,100,77.77,59.31,5,0,7,72,1,1
5048,water_leakage,HIGH,3,55,34.65,10.38,0,1,5,24,0,1
5049,garbage,LOW,1,16,13.76,13.67,0,0,2,72,0,1
5050,other,MEDIUM,2,43,43.24,36.95,1,1,7,72,0,0
5051,drainage,LOW,1,15,33.54,2.48,0,1,3,48,0,0
5052,water_leakage,LOW,1,18,2.31,1.55,0,0,5,24,0,0
5053,other,LOW,1,19,95.51,1.32,0,1,7,72,0,1
5054,streetlight,MEDIUM,2,38,30.94,18.19,0,0,4,24,0,1
5055,other,MEDIUM,2,48,74.81,25.38,1,0,7,72,0,1
5056,water_leakage,HIGH,3,78,18.17,4.78,0,1,5,24,1,1
5057,water_leakage,HIGH,3,72,11.37,10.4,0,0,5,24,1,1
5058,garbage,HIGH,3,91,72.95,65.23,5,1,2,72,0,0
5059,other,MEDIUM,2,33,75.12,11.1,0,1,7,72,0,1
5060,garbage,MEDIUM,2,40,46.3,39.9,1,1,2,72,0,1
5061,drainage,MEDIUM,2,35,40.96,19.63,0,1,3,48,0,1
5062,garbage,LOW,1,25,127.15,12.91,0,1,2,72,0,0
5063,streetlight,MEDIUM,2,35,35.17,9.62,0,1,4,24,0,1
5064,garbage,MEDIUM,2,50,80.01,10.49,2,1,2,72,0,1
5065,other,MEDIUM,2,69,89.55,10.34,4,1,7,72,0,1
5066,garbage,MEDIUM,2,47,114.01,37.91,2,1,2,72,0,0
5067,water_leakage,CRITICAL,4,94,19.11,9.68,0,1,5,24,1,1
5068,drainage,LOW,1,32,32.78,28.58,1,1,3,48,0,0
5069,streetlight,LOW,1,24,36.07,6.76,1,1,4,24,0,0
5070,pothole,LOW,1,24,24.68,6.51,1,0,1,48,0,1
5071,garbage,MEDIUM,2,40,104.26,17.95,1,1,2,72,0,1
5072,streetlight,MEDIUM,2,30,4.31,2.67,0,1,4,24,0,1
5073,garbage,MEDIUM,2,35,116.98,47.64,0,0,2,72,0,1
5074,drainage,MEDIUM,2,30,72.86,45.81,0,0,3,48,0,1
5075,other,MEDIUM,2,31,8.5,5.65,0,1,7,72,0,0
5076,streetlight,MEDIUM,2,71,41.11,19.25,5,0,4,24,0,1
5077,other,CRITICAL,4,95,110.15,32.06,0,0,7,72,1,1
5078,pothole,HIGH,3,88,75.58,4.69,2,0,1,48,1,1
5079,water_leakage,MEDIUM,2,58,6.83,5.91,3,1,5,24,0,1
5080,pothole,MEDIUM,2,36,18.03,6.88,0,1,1,48,0,0
5081,pothole,LOW,1,52,56.19,41.05,4,0,1,48,0,1
5082,pothole,HIGH,3,86,71.6,4.01,2,1,1,48,1,1
5083,drainage,LOW,1,48,77.26,35.83,3,1,3,48,0,0
5084,water_leakage,CRITICAL,4,75,38.63,22.1,1,0,5,24,0,1
5085,garbage,HIGH,3,78,91.08,19.73,3,1,2,72,0,1
5086,pothole,HIGH,3,91,22.18,11.14,2,1,1,48,1,1
5087,drainage,LOW,1,27,26.75,23.14,1,1,3,48,0,0
5088,other,MEDIUM,2,42,98.09,56.19,1,1,7,72,0,0
5089,other,MEDIUM,2,46,64.62,32.25,1,1,7,72,0,0
5090,pothole,MEDIUM,2,64,31.89,17.74,3,1,1,48,0,0
5091,drainage,MEDIUM,2,36,42.35,23.57,0,1,3,48,0,0
5092,drainage,HIGH,3,47,22.69,16.66,0,0,3,48,0,1
5093,drainage,HIGH,3,83,64.69,23.7,1,1,3,48,1,1
5094,pothole,LOW,1,17,10.7,4.69,0,1,1,48,0,0
5095,drainage,HIGH,3,79,81.85,21.32,0,0,3,48,1,1
5096,pothole,LOW,1,23,75.52,44.49,0,1,1,48,0,1
5097,other,LOW,1,24,55.62,4.33,0,1,7,72,0,0
5098,other,CRITICAL,4,85,77.24,46.84,0,1,7,72,1,1
5099,pothole,HIGH,3,77,67.69,15.48,0,1,1,48,1,1
5100,pothole,MEDIUM,2,54,46.39,0.28,2,1,1,48,0,1
5101,water_leakage,LOW,1,22,15.89,7.25,0,1,5,24,0,0
5102,pothole,MEDIUM,2,40,42.17,29.02,1,0,1,48,0,1
5103,garbage,LOW,1,17,111.99,18.64,0,1,2,72,0,1
5104,garbage,MEDIUM,2,36,22.9,8.33,0,0,2,72,0,0
5105,streetlight,HIGH,3,96,12.11,8.33,2,1,4,24,1,1
5106,drainage,MEDIUM,2,44,69.85,38.79,1,1,3,48,0,1
5107,water_leakage,CRITICAL,4,70,23.31,2.11,1,0,5,24,0,1
5108,garbage,MEDIUM,2,37,96.29,61.9,0,0,2,72,0,1
5109,pothole,HIGH,3,48,73.43,42.0,0,0,1,48,0,1
5110,garbage,HIGH,3,92,120.15,44.57,2,1,2,72,1,1
5111,streetlight,HIGH,3,90,18.82,7.78,5,1,4,24,0,1
5112,streetlight,HIGH,3,100,32.24,9.26,5,0,4,24,1,1
5113,garbage,HIGH,3,78,104.9,44.56,0,1,2,72,1,0
5114,pothole,MEDIUM,2,33,23.18,14.2,0,1,1,48,0,0
5115,other,HIGH,3,65,64.54,6.25,2,1,7,72,0,1
5116,pothole,CRITICAL,4,88,55.27,20.98,0,0,1,48,1,1
5117,water_leakage,LOW,1,20,1.18,0.01,0,0,5,24,0,0
5118,other,MEDIUM,2,46,91.88,43.86,2,1,7,72,0,1
5119,water_leakage,HIGH,3,87,29.52,11.29,1,0,5,24,1,0
5120,other,HIGH,3,77,40.81,22.63,0,0,7,72,1,1
5121,water_leakage,LOW,1,15,36.67,10.21,0,1,5,24,0,0
5122,pothole,LOW,1,39,54.48,2.4,2,1,1,48,0,0
5123,drainage,HIGH,3,98,28.37,13.68,3,1,3,48,1,1
5124,drainage,LOW,1,17,13.82,2.27,0,0,3,48,0,1
5125,garbage,LOW,1,20,48.01,6.72,0,0,2,72,0,0
5126,pothole,LOW,1,23,13.56,6.35,0,1,1,48,0,0
5127,drainage,LOW,1,32,31.23,6.5,2,1,3,48,0,0
5128,other,LOW,1,17,66.47,23.85,0,0,7,72,0,1
5129,other,CRITICAL,4,89,0.42,0.11,3,1,7,72,0,1
5130,streetlight,MEDIUM,2,52,39.49,5.11,2,0,4,24,0,1
5131,garbage,HIGH,3,100,49.59,28.36,3,0,2,72,1,1
5132,garbage,LOW,1,15,121.26,48.56,0,0,2,72,0,1
5133,pothole,MEDIUM,2,31,17.17,13.93,0,0,1,48,0,1
5134,garbage,MEDIUM,2,39,38.5,3.33,1,1,2,72,0,0
5135,streetlight,MEDIUM,2,35,12.41,2.35,0,1,4,24,0,0
5136,garbage,LOW,1,19,39.69,29.34,0,1,2,72,0,0
5137,streetlight,MEDIUM,2,31,5.07,0.16,0,1,4,24,0,0
5138,streetlight,MEDIUM,2,38,34.12,22.3,0,1,4,24,0,1
5139,streetlight,HIGH,3,73,10.36,6.98,0,0,4,24,1,1
5140,garbage,MEDIUM,2,30,68.06,51.65,0,1,2,72,0,0
5141,drainage,LOW,1,15,62.75,31.63,0,0,3,48,0,0
5142,garbage,HIGH,3,77,70.8,30.83,0,1,2,72,1,1
5143,streetlight,LOW,1,29,6.92,2.18,1,1,4,24,0,1
5144,water_leakage,LOW,1,23,8.86,8.82,0,0,5,24,0,0
5145,garbage,LOW,1,24,114.43,3.11,0,0,2,72,0,1
5146,drainage,MEDIUM,2,36,4.35,2.99,0,1,3,48,0,1
5147,pothole,MEDIUM,2,41,57.04,42.06,1,1,1,48,0,1
5148,water_leakage,CRITICAL,4,100,29.62,12.13,1,1,5,24,1,1
5149,pothole,MEDIUM,2,46,76.4,19.15,1,1,1,48,0,1
5150,garbage,MEDIUM,2,40,6.08,4.42,0,0,2,72,0,1
5151,drainage,MEDIUM,2,32,2.01,1.1,0,1,3,48,0,1
5152,drainage,LOW,1,58,52.8,37.74,5,1,3,48,0,1
5153,water_leakage,LOW,1,20,9.16,5.12,0,1,5,24,0,0
5154,drainage,LOW,1,19,45.85,20.91,0,1,3,48,0,0
5155,water_leakage,LOW,1,22,11.02,9.91,0,1,5,24,0,0
5156,other,LOW,1,15,7.76,0.78,0,1,7,72,0,0
5157,streetlight,MEDIUM,2,63,17.93,1.01,3,1,4,24,0,1
5158,other,LOW,1,26,82.99,38.25,1,0,7,72,0,1
5159,garbage,HIGH,3,100,83.26,24.08,3,0,2,72,1,1
5160,water_leakage,MEDIUM,2,35,1.0,0.99,0,1,5,24,0,0
5161,other,LOW,1,25,81.87,31.65,1,0,7,72,0,0
5162,pothole,HIGH,3,49,57.77,18.61,0,1,1,48,0,1
5163,pothole,MEDIUM,2,48,47.05,21.16,1,0,1,48,0,1
5164,streetlight,MEDIUM,2,53,5.83,3.08,2,1,4,24,0,0
5165,other,HIGH,3,76,32.8,0.44,0,1,7,72,1,1
5166,water_leakage,MEDIUM,2,48,20.99,13.9,2,1,5,24,0,1
5167,drainage,MEDIUM,2,37,25.98,6.83,0,1,3,48,0,1
5168,garbage,MEDIUM,2,37,7.11,3.29,0,1,2,72,0,0
5169,pothole,MEDIUM,2,46,2.03,0.64,1,0,1,48,0,1
5170,other,HIGH,3,72,30.25,12.32,0,0,7,72,1,1
5171,water_leakage,MEDIUM,2,34,26.17,9.37,0,1,5,24,0,1
5172,water_leakage,MEDIUM,2,33,8.07,3.33,0,0,5,24,0,1
5173,drainage,MEDIUM,2,64,55.42,2.49,3,0,3,48,0,1
5174,other,LOW,1,20,100.05,11.59,0,0,7,72,0,1
5175,streetlight,LOW,1,21,31.52,3.57,0,1,4,24,0,0
5176,pothole,MEDIUM,2,39,37.49,10.68,1,1,1,48,0,1
5177,water_leakage,LOW,1,20,16.94,14.14,0,1,5,24,0,0
5178,other,LOW,1,21,7.09,3.36,0,0,7,72,0,1
5179,other,HIGH,3,63,94.24,62.08,1,0,7,72,0,1
5180,other,LOW,1,25,86.21,39.59,0,1,7,72,0,0
5181,garbage,LOW,1,20,100.28,14.28,0,1,2,72,0,0
5182,streetlight,MEDIUM,2,40,4.58,3.43,0,1,4,24,0,0
5183,pothole,HIGH,3,58,70.31,4.47,1,0,1,48,0,1
5184,pothole,MEDIUM,2,74,15.22,14.9,5,1,1,48,0,1
5185,water_leakage,MEDIUM,2,40,32.95,9.93,0,1,5,24,0,0
5186,pothole,HIGH,3,87,84.08,13.65,2,1,1,48,1,0
5187,pothole,LOW,1,23,32.31,18.52,0,1,1,48,0,0
5188,streetlight,LOW,1,17,25.9,21.61,0,1,4,24,0,1
5189,other,LOW,1,49,44.62,14.42,4,1,7,72,0,0
5190,pothole,HIGH,3,48,8.55,7.9,0,0,1,48,0,1
5191,garbage,MEDIUM,2,33,64.15,45.22,0,1,2,72,0,1
5192,other,CRITICAL,4,75,76.87,22.25,1,1,7,72,0,1
5193,other,LOW,1,38,91.67,21.24,2,1,7,72,0,1
5194,other,MEDIUM,2,46,50.98,13.97,1,0,7,72,0,1
5195,drainage,LOW,1,24,68.7,19.68,1,1,3,48,0,1
5196,water_leakage,MEDIUM,2,39,24.15,7.0,0,1,5,24,0,1
5197,pothole,MEDIUM,2,38,22.44,2.72,0,1,1,48,0,1
5198,water_leakage,MEDIUM,2,54,33.47,23.22,2,0,5,24,0,1
